id,percent_dem,total_votes,0001E,0002E,0002PE,0003E,0003PE,0005E,0005PE,0006E,0006PE,0007E,0007PE,0008E,0008PE,0009E,0009PE,0010E,0010PE,0011E,0011PE,0012E,0012PE,0013E,0013PE,0014E,0014PE,0015E,0015PE,0016E,0016PE,0017E,0017PE,0018E,0019E,0019PE,0020E,0020PE,0021E,0021PE,0022E,0022PE,0023E,0023PE,0024E,0024PE,0025E,0025PE,0026E,0026PE,0027E,0027PE,0029E,0029PE,0030E,0030PE,0031E,0031PE,0033E,0033PE,0034E,0034PE,0035E,0035PE,0036E,0036PE,0037E,0037PE,0038E,0038PE,0039E,0039PE,0040E,0040PE,0041E,0041PE,0042E,0042PE,0043E,0043PE,0044E,0044PE,0045E,0045PE,0046E,0046PE,0047E,0047PE,0048E,0048PE,0049E,0049PE,0050E,0050PE,0051E,0051PE,0052E,0052PE,0053E,0053PE,0054E,0054PE,0055E,0055PE,0056E,0056PE,0057E,0057PE,0058E,0058PE,0059E,0059PE,0060E,0060PE,0061E,0061PE,0062E,0062PE,0064E,0064PE,0065E,0065PE,0066E,0066PE,0067E,0067PE,0068E,0068PE,0069E,0069PE,0071E,0071PE,0072E,0072PE,0073E,0073PE,0074E,0074PE,0075E,0075PE,0076E,0076PE,0077E,0077PE,0078E,0078PE,0079E,0079PE,0080E,0080PE,0081E,0081PE,0082E,0082PE,0083E,0083PE,0084E,0084PE,0085E,0085PE,0086E,0087E,0088E,0088PE,0089E,0089PE,C01_001E,C01_002E,C01_003E,C01_004E,C01_005E,C01_006E,C01_007E,C01_008E,C01_009E,C01_010E,C01_011E,C01_012E,C01_013E,C01_014E,C01_015E,C01_016E,C01_017E,C01_018E,C01_019E,C01_020E,C01_021E,C01_022E,C01_023E,C01_024E,C01_025E,C01_026E,C01_027E,C02_002E,C02_003E,C02_004E,C02_005E,C02_007E,C02_008E,C02_009E,C02_010E,C02_011E,C02_012E,C02_013E,C02_014E,C02_015E,C02_017E,C02_018E,C02_020E,C02_021E,C02_023E,C02_024E,C02_026E,C02_027E
2618,0.3768962,29796,77524,39347,50.8,38177,49.2,6036,7.8,6384,8.2,5851,7.5,4919,6.3,5392,7,12329,15.9,9901,12.8,8109,10.5,4322,5.6,4693,6.1,6063,7.8,2375,3.1,1150,1.5,33,21355,27.5,58062,74.9,56169,72.5,53489,69,12110,15.6,9588,12.4,56169,56169,28303,50.4,27866,49.6,9588,9588,4466,46.6,5122,53.4,77524,77524,69963,90.2,7561,9.8,69963,90.2,56990,73.5,2632,3.4,1030,1.3,72,0.1,27,0,4,0,0,0,5631,7.3,239,0.3,367,0.5,517,0.7,194,0.3,27,0,371,0.5,3916,5.1,310,0.4,76,0.1,55,0.1,43,0.1,136,0.2,3370,4.3,7561,9.8,1033,1.3,2211,2.9,1024,1.3,29,0,63971,82.5,4560,5.9,3886,5,7277,9.4,704,0.9,5650,7.3,22318,28.8,19048,24.6,736,0.9,122,0.2,2412,3.1,55206,71.2,41849,54,2533,3.3,596,0.8,5134,6.6,296,0.4,134,0.2,4664,6,236,0.3,4428,5.7,28632,52381,26387,50.4,25994,49.6,7227,616,2521,3732,358,48942,3438,5286,11651,14555,5197,6196,2619,40218,8815,12329,11175,2335,9901,7991,2252,17124,13647,2504,9588,7405,1724,8.5,34.9,51.6,5,7,10.8,23.8,29.7,10.6,12.7,5.4,82.2,18,90.6,18.9,80.7,22.7,79.7,14.6,77.2,18
2619,0.3430465,23542,48100,23404,48.7,24696,51.3,3041,6.3,3037,6.3,2974,6.2,3106,6.5,2895,6,6049,12.6,6078,12.6,6931,14.4,3483,7.2,2882,6,4767,9.9,2104,4.4,753,1.6,39.3,11000,22.9,38382,79.8,37100,77.1,35347,73.5,9222,19.2,7624,15.9,37100,37100,17701,47.7,19399,52.3,7624,7624,3458,45.4,4166,54.6,48100,48100,46015,95.7,2085,4.3,46015,95.7,40729,84.7,3093,6.4,0,0,0,0,0,0,0,0,0,0,480,1,122,0.3,187,0.4,22,0,19,0,5,0,0,0,125,0.3,42,0.1,0,0,0,0,42,0.1,0,0,1671,3.5,2085,4.3,966,2,299,0.6,55,0.1,37,0.1,42734,88.8,4142,8.6,336,0.7,639,1.3,123,0.3,2295,4.8,4601,9.6,2794,5.8,484,1,397,0.8,926,1.9,43499,90.4,38196,79.4,2940,6.1,0,0,480,1,42,0.1,286,0.6,1555,3.2,109,0.2,1446,3,18134,35252,16615,47.1,18637,52.9,4053,453,1682,1445,473,33047,1764,2531,9476,7028,3005,5563,3680,28752,9243,6049,5418,2054,6078,5130,1673,13296,11586,3666,7624,6618,1850,11.2,41.5,35.7,11.7,5.3,7.7,28.7,21.3,9.1,16.8,11.1,87,28,89.6,34,84.4,27.5,87.1,27.6,86.8,24.3
2621,0.5511842,48599,72853,34691,47.6,38162,52.4,3478,4.8,3867,5.3,4587,6.3,3888,5.3,3213,4.4,6576,9,8409,11.5,10092,13.9,5656,7.8,5330,7.3,10199,14,5011,6.9,2547,3.5,47.3,14673,20.1,60169,82.6,58180,79.9,56383,77.4,20721,28.4,17757,24.4,58180,58180,27503,47.3,30677,52.7,17757,17757,7875,44.3,9882,55.7,72853,72853,70203,96.4,2650,3.6,70203,96.4,57630,79.1,8598,11.8,130,0.2,0,0,0,0,0,0,0,0,1182,1.6,271,0.4,528,0.7,137,0.2,13,0,49,0.1,70,0.1,114,0.2,0,0,0,0,0,0,0,0,0,0,2663,3.7,2650,3.6,520,0.7,353,0.5,458,0.6,25,0,60220,82.7,9536,13.1,877,1.2,1704,2.3,62,0.1,3526,4.8,8794,12.1,5143,7.1,348,0.5,275,0.4,3028,4.2,64059,87.9,52365,71.9,8234,11.3,116,0.2,1182,1.6,0,0,340,0.5,1822,2.5,49,0.1,1773,2.4,33027,54302,25509,47,28793,53,4360,544,1893,1446,477,53820,2522,3331,10623,9160,4668,12694,10822,47967,23516,6576,5645,2197,8409,6918,4066,21078,19421,9675,17757,15983,7578,12.5,43.4,33.2,10.9,4.7,6.2,19.7,17,8.7,23.6,20.1,89.1,43.7,85.8,33.4,82.3,48.4,92.1,45.9,90,42.7
2624,0.1191287,1469,2788,1436,51.5,1352,48.5,200,7.2,163,5.8,198,7.1,170,6.1,86,3.1,262,9.4,303,10.9,280,10,160,5.7,261,9.4,382,13.7,234,8.4,89,3.2,45.4,678,24.3,2189,78.5,2110,75.7,2042,73.2,871,31.2,705,25.3,2110,2110,1057,50.1,1053,49.9,705,705,325,46.1,380,53.9,2788,2788,2670,95.8,118,4.2,2670,95.8,2663,95.5,1,0,5,0.2,4,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,4.2,0,0,99,3.6,0,0,6,0.2,2770,99.4,12,0.4,110,3.9,0,0,0,0,14,0.5,42,1.5,37,1.3,0,0,0,0,5,0.2,2746,98.5,2627,94.2,1,0,5,0.2,0,0,0,0,0,0,113,4.1,8,0.3,105,3.8,1741,2108,1057,50.1,1051,49.9,139,15,81,39,4,1971,24,105,614,698,219,206,105,1842,311,262,229,33,303,290,61,701,651,105,705,672,112,10.8,58.3,28.1,2.9,1.2,5.3,31.2,35.4,11.1,10.5,5.3,93.5,15.8,87.4,12.6,95.7,20.1,92.9,15,95.3,15.9
2625,0.2874207,21432,38503,19216,49.9,19287,50.1,2344,6.1,2719,7.1,2559,6.6,2662,6.9,2205,5.7,4054,10.5,4784,12.4,4861,12.6,2496,6.5,2981,7.7,3741,9.7,2044,5.3,1053,2.7,40.3,9303,24.2,30327,78.8,29200,75.8,27692,71.9,8592,22.3,6838,17.8,29200,29200,14383,49.3,14817,50.7,6838,6838,3109,45.5,3729,54.5,38503,38503,37839,98.3,664,1.7,37839,98.3,37215,96.7,233,0.6,20,0.1,6,0,0,0,0,0,3,0,198,0.5,7,0,58,0.2,70,0.2,0,0,41,0.1,0,0,22,0.1,0,0,0,0,0,0,0,0,0,0,173,0.4,664,1.7,248,0.6,157,0.4,119,0.3,0,0,37872,98.4,557,1.4,182,0.5,378,1,0,0,247,0.6,721,1.9,520,1.4,54,0.1,8,0,139,0.4,37782,98.1,36737,95.4,233,0.6,17,0,198,0.5,0,0,0,0,597,1.6,7,0,590,1.5,15625,29005,14252,49.1,14753,50.9,3186,137,1082,1581,386,26014,352,1071,7895,5061,2835,5620,3180,24591,8800,4054,3806,1380,4784,4635,2329,10338,9842,3504,6838,6308,1587,4.3,34,49.6,12.1,1.4,4.1,30.3,19.5,10.9,21.6,12.2,94.5,33.8,93.9,34,96.9,48.7,95.2,33.9,92.2,23.2
2626,0.2853623,27190,58271,28779,49.4,29492,50.6,3683,6.3,3560,6.1,4292,7.4,3823,6.6,3229,5.5,7171,12.3,6652,11.4,7688,13.2,3706,6.4,4438,7.6,6048,10.4,2669,4.6,1312,2.3,40.1,14019,24.1,45857,78.7,44252,75.9,42260,72.5,12659,21.7,10029,17.2,44252,44252,21712,49.1,22540,50.9,10029,10029,4534,45.2,5495,54.8,58271,58271,56979,97.8,1292,2.2,56979,97.8,55312,94.9,967,1.7,216,0.4,36,0.1,0,0,0,0,0,0,123,0.2,33,0.1,29,0,17,0,0,0,0,0,44,0.1,0,0,8,0,8,0,0,0,0,0,0,0,353,0.6,1292,2.2,483,0.8,344,0.6,86,0.1,0,0,56515,97,1468,2.5,609,1,298,0.5,62,0.1,629,1.1,3905,6.7,2827,4.9,798,1.4,9,0,271,0.5,54366,93.3,52341,89.8,736,1.3,120,0.2,123,0.2,8,0,71,0.1,967,1.7,97,0.2,870,1.5,25314,43758,21413,48.9,22345,51.1,4568,878,2025,1411,254,39684,1301,2988,17997,7853,3694,3908,1943,35395,5851,7171,6500,1374,6652,5982,1031,15832,14241,2200,10029,8672,1246,19.2,44.3,30.9,5.6,3.3,7.5,45.4,19.8,9.3,9.8,4.9,89.2,14.7,90.6,19.2,89.9,15.5,90,13.9,86.5,12.4
2627,0.3180273,27941,62421,31355,50.2,31066,49.8,3503,5.6,3707,5.9,4357,7,4064,6.5,3677,5.9,7271,11.6,7656,12.3,7228,11.6,4145,6.6,4439,7.1,6617,10.6,3895,6.2,1862,3,40.9,14039,22.5,49945,80,48382,77.5,45799,73.4,15037,24.1,12374,19.8,48382,48382,24128,49.9,24254,50.1,12374,12374,5324,43,7050,57,62421,62421,59482,95.3,2939,4.7,59482,95.3,56223,90.1,1596,2.6,628,1,64,0.1,1,0,0,0,52,0.1,330,0.5,21,0,115,0.2,46,0.1,39,0.1,8,0,31,0,70,0.1,75,0.1,0,0,0,0,5,0,70,0.1,630,1,2939,4.7,975,1.6,485,0.8,273,0.4,33,0.1,59106,94.7,2797,4.5,1307,2.1,638,1,94,0.2,1606,2.6,6034,9.7,5049,8.1,186,0.3,77,0.1,722,1.2,56387,90.3,52182,83.6,1464,2.3,409,0.7,330,0.5,75,0.1,115,0.2,1812,2.9,96,0.2,1716,2.7,28543,47511,23742,50,23769,50,5269,904,1591,2531,243,43113,1390,2951,12604,12629,4934,5776,2829,38772,8605,7271,6464,1551,7656,6803,1579,15812,14393,3137,12374,11112,2338,17.2,30.2,48,4.6,3.2,6.8,29.2,29.3,11.4,13.4,6.6,89.9,20,88.9,21.3,88.9,20.6,91,19.8,89.8,18.9
2628,0.3057344,22984,40612,20059,49.4,20553,50.6,1962,4.8,1965,4.8,2389,5.9,2209,5.4,2008,4.9,4573,11.3,4578,11.3,5480,13.5,3450,8.5,3346,8.2,5405,13.3,2561,6.3,686,1.7,46.2,7742,19.1,33860,83.4,32870,80.9,31689,78,10660,26.2,8652,21.3,32870,32870,15988,48.6,16882,51.4,8652,8652,4044,46.7,4608,53.3,40612,40612,40028,98.6,584,1.4,40028,98.6,27935,68.8,11173,27.5,280,0.7,63,0.2,0,0,0,0,51,0.1,311,0.8,1,0,16,0,53,0.1,4,0,9,0,125,0.3,103,0.3,0,0,0,0,0,0,0,0,0,0,329,0.8,584,1.4,209,0.5,124,0.3,29,0.1,0,0,28492,70.2,11408,28.1,411,1,374,0.9,15,0,503,1.2,1144,2.8,825,2,178,0.4,4,0,137,0.3,39468,97.2,27373,67.4,11080,27.3,116,0.3,311,0.8,0,0,15,0,573,1.4,165,0.4,408,1,17436,32530,15833,48.7,16697,51.3,2791,371,1125,1067,228,30079,827,2856,10047,7282,2303,4401,2363,26396,6764,4573,4206,964,4578,4137,1036,12276,10982,3004,8652,7071,1760,13.3,40.3,38.2,8.2,2.7,9.5,33.4,24.2,7.7,14.6,7.9,87.8,22.5,92,21.1,90.4,22.6,89.5,24.5,81.7,20.3
2629,0.4669792,104752,195963,93937,47.9,102026,52.1,11288,5.8,12396,6.3,12155,6.2,12291,6.3,11453,5.8,24618,12.6,24116,12.3,24995,12.8,14713,7.5,12943,6.6,20540,10.5,9970,5.1,4485,2.3,40.6,43628,22.3,157353,80.3,152335,77.7,145589,74.3,42865,21.9,34995,17.9,152335,152335,71683,47.1,80652,52.9,34995,34995,14874,42.5,20121,57.5,195963,195963,189217,96.6,6746,3.4,189217,96.6,159136,81.2,24939,12.7,255,0.1,35,0,4,0,8,0,6,0,3974,2,1681,0.9,680,0.3,481,0.2,109,0.1,227,0.1,224,0.1,572,0.3,149,0.1,104,0.1,13,0,0,0,32,0,764,0.4,6746,3.4,2975,1.5,884,0.5,826,0.4,114,0.1,165269,84.3,28556,14.6,1543,0.8,5296,2.7,510,0.3,2020,1,4622,2.4,2602,1.3,872,0.4,199,0.1,949,0.5,191341,97.6,156480,79.9,24746,12.6,202,0.1,3941,2,132,0.1,333,0.2,5507,2.8,471,0.2,5036,2.6,91952,149728,70420,47,79308,53,15955,2375,4665,6852,2063,136380,2474,7749,37590,30588,11411,28706,17862,126157,46568,24618,23056,9110,24116,22411,9817,52651,48887,17011,34995,31803,10630,14.9,29.2,42.9,12.9,1.8,5.7,27.6,22.4,8.4,21,13.1,92.5,34.1,93.7,37,92.9,40.7,92.9,32.3,90.9,30.4
2630,0.6337253,21432,43055,20899,48.5,22156,51.5,2772,6.4,3266,7.6,2745,6.4,2723,6.3,2834,6.6,5659,13.1,5299,12.3,5642,13.1,2971,6.9,3052,7.1,3861,9,1317,3.1,914,2.1,37.8,10721,24.9,33567,78,32334,75.1,30992,72,7831,18.2,6092,14.1,32334,32334,15381,47.6,16953,52.4,6092,6092,2859,46.9,3233,53.1,43055,43055,42124,97.8,931,2.2,42124,97.8,15917,37,24758,57.5,0,0,0,0,0,0,0,0,0,0,464,1.1,0,0,248,0.6,115,0.3,0,0,16,0,2,0,83,0.2,0,0,0,0,0,0,0,0,0,0,985,2.3,931,2.2,358,0.8,73,0.2,81,0.2,0,0,16745,38.9,25175,58.5,135,0.3,625,1.5,8,0,1362,3.2,2735,6.4,566,1.3,641,1.5,302,0.7,1226,2.8,40320,93.6,14352,33.3,24464,56.8,0,0,455,1.1,0,0,569,1.3,480,1.1,9,0,471,1.1,17846,31813,15099,47.5,16714,52.5,3619,659,1279,1255,426,28715,854,3277,10185,7168,2292,3242,1697,24584,4939,5659,4972,747,5299,4499,1281,11665,10122,1797,6092,4991,1114,18.2,35.3,34.7,11.8,3,11.4,35.5,25,8,11.3,5.9,85.6,17.2,87.9,13.2,84.9,24.2,86.8,15.4,81.9,18.3
2631,0.3991013,258155,516126,250447,48.5,265679,51.5,32148,6.2,34434,6.7,32755,6.3,32293,6.3,32373,6.3,72308,14,66183,12.8,67356,13.1,32407,6.3,32477,6.3,48799,9.5,25048,4.9,7545,1.5,38.3,119020,23.1,410664,79.6,397106,76.9,377851,73.2,100406,19.5,81392,15.8,397106,397106,189731,47.8,207375,52.2,81392,81392,35754,43.9,45638,56.1,516126,516126,497325,96.4,18801,3.6,497325,96.4,371472,72,90330,17.5,2260,0.4,386,0.1,0,0,9,0,1,0,13471,2.6,4298,0.8,2341,0.5,1928,0.4,750,0.1,821,0.2,2164,0.4,1169,0.2,1319,0.3,565,0.1,254,0,21,0,479,0.1,18473,3.6,18801,3.6,6232,1.2,1431,0.3,2029,0.4,436,0.1,388166,75.2,98346,19.1,5010,1,16298,3.2,1730,0.3,26165,5.1,48446,9.4,21728,4.2,5068,1,1258,0.2,20392,4,467680,90.6,349315,67.7,89417,17.3,1053,0.2,13245,2.6,1195,0.2,2109,0.4,11346,2.2,1321,0.3,10025,1.9,214785,374007,177378,47.4,196629,52.6,44983,5662,14743,18651,5927,352123,12575,25816,82915,70127,32675,81357,46658,313732,128015,72308,65651,28957,66183,59065,27343,132240,118549,46472,81392,70467,25243,12.6,32.8,41.5,13.2,3.6,7.3,23.5,19.9,9.3,23.1,13.3,89.1,36.4,90.8,40,89.2,41.3,89.6,35.1,86.6,31
2632,0.2687251,44339,92870,44598,48,48272,52,4748,5.1,4982,5.4,5371,5.8,6040,6.5,7640,8.2,11231,12.1,10165,10.9,11533,12.4,6821,7.3,5786,6.2,10597,11.4,5853,6.3,2103,2.3,41.3,18320,19.7,76481,82.4,74550,80.3,69449,74.8,21931,23.6,18553,20,74550,74550,35205,47.2,39345,52.8,18553,18553,8102,43.7,10451,56.3,92870,92870,90599,97.6,2271,2.4,90599,97.6,79815,85.9,9514,10.2,338,0.4,180,0.2,0,0,0,0,0,0,581,0.6,161,0.2,225,0.2,63,0.1,34,0,34,0,0,0,64,0.1,64,0.1,18,0,0,0,0,0,46,0,287,0.3,2271,2.4,608,0.7,461,0.5,278,0.3,0,0,82046,88.3,10224,11,810,0.9,886,1,71,0.1,1184,1.3,2562,2.8,1603,1.7,159,0.2,295,0.3,505,0.5,90308,97.2,78084,84.1,9289,10,338,0.4,581,0.6,64,0.1,95,0.1,1857,2,453,0.5,1404,1.5,45272,73356,34682,47.3,38674,52.7,10461,645,2599,6237,980,64089,2154,5142,22358,13186,5178,10244,5827,56793,16071,11231,10327,2845,10165,9320,2781,24140,21273,5916,18553,15873,4529,6.2,24.8,59.6,9.4,3.4,8,34.9,20.6,8.1,16,9.1,88.6,25.1,92,25.3,91.7,27.4,88.1,24.5,85.6,24.4
2634,0.3594198,12893,25696,12661,49.3,13035,50.7,1868,7.3,1781,6.9,1914,7.4,1986,7.7,1788,7,3090,12,3044,11.8,2895,11.3,1775,6.9,1440,5.6,2175,8.5,1301,5.1,639,2.5,35.9,6601,25.7,19793,77,19095,74.3,17668,68.8,4893,19,4115,16,19095,19095,9350,49,9745,51,4115,4115,1836,44.6,2279,55.4,25696,25696,24945,97.1,751,2.9,24945,97.1,21810,84.9,780,3,60,0.2,28,0.1,12,0,0,0,5,0,1217,4.7,18,0.1,41,0.2,34,0.1,1,0,42,0.2,6,0,1075,4.2,2,0,0,0,1,0,0,0,1,0,1076,4.2,751,2.9,270,1.1,146,0.6,51,0.2,0,0,22522,87.6,1099,4.3,262,1,1290,5,48,0.2,1306,5.1,1821,7.1,1066,4.1,91,0.4,0,0,664,2.6,23875,92.9,21338,83,745,2.9,32,0.1,1217,4.7,2,0,29,0.1,512,2,0,0,512,2,11302,18220,8888,48.8,9332,51.2,2736,290,637,1557,252,16359,467,676,5079,3629,2195,3176,1137,15216,4313,3090,2998,1139,3044,2768,1006,6110,5755,1523,4115,3695,645,10.6,23.3,56.9,9.2,2.9,4.1,31,22.2,13.4,19.4,7,93,26.4,97,36.9,90.9,33,94.2,24.9,89.8,15.7
2635,0.3795235,16497,27687,13934,50.3,13753,49.7,1228,4.4,1268,4.6,1549,5.6,1589,5.7,1423,5.1,2615,9.4,3156,11.4,3979,14.4,2391,8.6,2522,9.1,3345,12.1,1872,6.8,750,2.7,47.9,5087,18.4,23387,84.5,22600,81.6,21848,78.9,7549,27.3,5967,21.6,22600,22600,11353,50.2,11247,49.8,5967,5967,2799,46.9,3168,53.1,27687,27687,27117,97.9,570,2.1,27117,97.9,26679,96.4,190,0.7,117,0.4,1,0,77,0.3,0,0,0,0,87,0.3,8,0,14,0.1,17,0.1,22,0.1,14,0.1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,44,0.2,570,2.1,203,0.7,106,0.4,114,0.4,4,0,27245,98.4,397,1.4,241,0.9,235,0.8,81,0.3,121,0.4,522,1.9,383,1.4,80,0.3,0,0,59,0.2,27165,98.1,26258,94.8,186,0.7,117,0.4,87,0.3,0,0,34,0.1,483,1.7,18,0.1,465,1.7,17224,22446,11286,50.3,11160,49.7,1970,252,827,720,171,20630,460,1240,8003,4485,2588,2675,1179,18930,3854,2615,2476,600,3156,2918,575,8892,8338,1648,5967,5198,1031,12.8,42,36.5,8.7,2.2,6,38.8,21.7,12.5,13,5.7,91.8,18.7,94.7,22.9,92.5,18.2,93.8,18.5,87.1,17.3
2636,0.5334098,128091,261186,126133,48.3,135053,51.7,16492,6.3,16329,6.3,18041,6.9,16322,6.2,15803,6.1,34129,13.1,33258,12.7,33290,12.7,18195,7,18230,7,23817,9.1,11560,4.4,5720,2.2,39.1,61324,23.5,206736,79.2,199862,76.5,190837,73.1,51958,19.9,41097,15.7,199862,199862,94503,47.3,105359,52.7,41097,41097,17590,42.8,23507,57.2,261186,261186,251167,96.2,10019,3.8,251167,96.2,165015,63.2,77934,29.8,438,0.2,27,0,14,0,0,0,12,0,3770,1.4,671,0.3,644,0.2,926,0.4,163,0.1,398,0.2,176,0.1,792,0.3,51,0,31,0,16,0,0,0,4,0,3959,1.5,10019,3.8,4451,1.7,1093,0.4,1779,0.7,226,0.1,174297,66.7,83580,32,2072,0.8,6152,2.4,236,0.1,5575,2.1,11025,4.2,7495,2.9,1078,0.4,178,0.1,2274,0.9,250161,95.8,159367,61,77583,29.7,333,0.1,3719,1.4,40,0,1053,0.4,8066,3.1,403,0.2,7663,2.9,120618,196265,92693,47.2,103572,52.8,21663,3781,7838,7906,2138,178199,4448,10354,49550,43664,18443,30351,21389,163397,51740,34129,32304,10110,33258,30908,11655,69715,64429,20569,41097,35756,9406,17.5,36.2,36.5,9.9,2.5,5.8,27.8,24.5,10.3,17,12,91.7,29,94.7,29.6,92.9,35,92.4,29.5,87,22.9
2637,0.4148925,9629,23597,11153,47.3,12444,52.7,1304,5.5,1205,5.1,1934,8.2,1359,5.8,1368,5.8,2553,10.8,2364,10,3049,12.9,1766,7.5,1884,8,2753,11.7,1400,5.9,658,2.8,44.4,5299,22.5,18830,79.8,18298,77.5,17594,74.6,5890,25,4811,20.4,18298,18298,8458,46.2,9840,53.8,4811,4811,2082,43.3,2729,56.7,23597,23597,23403,99.2,194,0.8,23403,99.2,13293,56.3,10061,42.6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,39,0.2,194,0.8,27,0.1,73,0.3,0,0,1,0,13486,57.2,10097,42.8,82,0.3,10,0,0,0,124,0.5,567,2.4,453,1.9,61,0.3,0,0,53,0.2,23030,97.6,12953,54.9,9958,42.2,0,0,10,0,0,0,0,0,109,0.5,0,0,109,0.5,13110,18166,8412,46.3,9754,53.7,1871,270,706,787,108,16427,578,1689,6662,4057,1231,1452,758,14160,2210,2553,2243,372,2364,2227,370,6699,5786,771,4811,3904,697,14.4,37.7,42.1,5.8,3.5,10.3,40.6,24.7,7.5,8.8,4.6,86.2,13.5,87.9,14.6,94.2,15.7,86.4,11.5,81.1,14.5
2639,0.3048835,8928,19257,9756,50.7,9501,49.3,1086,5.6,1313,6.8,1444,7.5,1220,6.3,1160,6,2237,11.6,2310,12,2597,13.5,1385,7.2,1272,6.6,1966,10.2,1003,5.2,264,1.4,40,4647,24.1,15105,78.4,14610,75.9,13948,72.4,4013,20.8,3233,16.8,14610,14610,7274,49.8,7336,50.2,3233,3233,1357,42,1876,58,19257,19257,18995,98.6,262,1.4,18995,98.6,17315,89.9,1412,7.3,35,0.2,2,0,5,0,7,0,0,0,66,0.3,0,0,56,0.3,0,0,10,0.1,0,0,0,0,0,0,36,0.2,36,0.2,0,0,0,0,0,0,131,0.7,262,1.4,199,1,48,0.2,6,0,0,0,17573,91.3,1611,8.4,83,0.4,76,0.4,36,0.2,140,0.7,528,2.7,502,2.6,14,0.1,0,0,12,0.1,18729,97.3,16908,87.8,1412,7.3,35,0.2,66,0.3,36,0.2,19,0.1,253,1.3,0,0,253,1.3,8336,14407,7123,49.4,7284,50.6,1576,276,574,652,74,13034,823,1378,5686,2169,1114,895,969,10833,1864,2237,1799,391,2310,2093,248,5254,4468,767,3233,2473,458,17.5,36.4,41.4,4.7,6.3,10.6,43.6,16.6,8.5,6.9,7.4,83.1,14.3,80.4,17.5,90.6,10.7,85,14.6,76.5,14.2
2640,0.294734,48006,102808,51950,50.5,50858,49.5,6262,6.1,6241,6.1,7036,6.8,7216,7,6888,6.7,12682,12.3,12266,11.9,12121,11.8,7130,6.9,6807,6.6,10336,10.1,5306,5.2,2517,2.4,39.4,23764,23.1,81851,79.6,79044,76.9,74284,72.3,22076,21.5,18159,17.7,79044,79044,39606,50.1,39438,49.9,18159,18159,8018,44.2,10141,55.8,102808,102808,97965,95.3,4843,4.7,97965,95.3,84196,81.9,11645,11.3,161,0.2,25,0,0,0,0,0,0,0,861,0.8,274,0.3,179,0.2,251,0.2,9,0,51,0,0,0,97,0.1,0,0,0,0,0,0,0,0,0,0,1102,1.1,4843,4.7,2829,2.8,439,0.4,265,0.3,441,0.4,88547,86.1,15107,14.7,1120,1.1,1272,1.2,7,0,1834,1.8,3403,3.3,2358,2.3,424,0.4,80,0.1,541,0.5,99405,96.7,82303,80.1,11623,11.3,107,0.1,851,0.8,0,0,194,0.2,4327,4.2,300,0.3,4027,3.9,45126,78255,39265,50.2,38990,49.8,9879,1287,3795,4392,405,69165,1566,4956,27119,14575,8047,7971,4931,62643,12902,12682,11863,2461,12266,11191,2786,26058,23664,4595,18159,15925,3060,13,38.4,44.5,4.1,2.3,7.2,39.2,21.1,11.6,11.5,7.1,90.6,18.7,93.5,19.4,91.2,22.7,90.8,17.6,87.7,16.9
2642,0.3032421,38771,75765,37353,49.3,38412,50.7,4513,6,4683,6.2,4680,6.2,5066,6.7,4692,6.2,10384,13.7,8855,11.7,9469,12.5,5804,7.7,4592,6.1,7389,9.8,3749,4.9,1889,2.5,39.3,16806,22.2,60879,80.4,58959,77.8,55910,73.8,15561,20.5,13027,17.2,58959,58959,28948,49.1,30011,50.9,13027,13027,5745,44.1,7282,55.9,75765,75765,73941,97.6,1824,2.4,73941,97.6,69893,92.2,1023,1.4,76,0.1,0,0,0,0,0,0,5,0,1581,2.1,82,0.1,645,0.9,92,0.1,373,0.5,17,0,118,0.2,254,0.3,0,0,0,0,0,0,0,0,0,0,1368,1.8,1824,2.4,1017,1.3,327,0.4,222,0.3,30,0,71652,94.6,2116,2.8,464,0.6,1841,2.4,0,0,1570,2.1,4304,5.7,3263,4.3,298,0.4,29,0,714,0.9,71461,94.3,67130,88.6,972,1.3,47,0.1,1581,2.1,0,0,134,0.2,1597,2.1,27,0,1570,2.1,34401,57278,27947,48.8,29331,51.2,6828,605,2169,3182,872,52131,739,2875,18775,10678,4688,8962,5414,48517,14376,10384,9897,3862,8855,8257,2971,19865,18675,4968,13027,11688,2575,8.9,31.8,46.6,12.8,1.4,5.5,36,20.5,9,17.2,10.4,93.1,27.6,95.3,37.2,93.2,33.6,94,25,89.7,19.8
